word1	word2	word3	word4
puv	vaaj	puv	tsev
tseg	niam	tseg	txiv
tsawg	kwv	tsawg	tij
tau	paub	tau	pom
ua	niaj	ua	xyoo
thaiv	ntsej	thaiv	muag
li	txawj	li	ntse
lug	txawj	lug	ntse
nris	riam	nris	phom
lus	iab	lus	daw
tswm	ncauj	tswm	lu
nkaum	tsov	nkaum	rog
paub	nom	paub	tswv
tsuag	teb	tsuag	chaw
pab	zaub	pab	mov
tsis	cob	tsis	qhia
ntxhuav	ntsej	ntxhuav	muag
tug	txheeb	tug	ze
kuv	roj	kuv	ntshaav
hais	ruaj	hais	khov
tus	txawj	tus	ntse
cov	loj	cov	siab
ib	phab	ib	pheev
qub	nkauj	qub	nraug
yuav	lwj	yuav	liam
xav	ub	xav	no
ua	pab	ua	pheev
quaj	ntuj	quaj	teb
cov	zaub	cov	mov
lawv	dag	lawv	zog
raws	caij	raws	nyoog
nrhaav	noj	nrhaav	haus
muab	xyab	muab	ntawv
tus	kev	tus	cai
tig	ntsej	tig	muag
nplog	nom	nplog	tswv
xauv	tes	xauv	taw
xeev	ntaub	xeev	ntawv
yus	haub	yus	ntxias
nyob	txim	nyob	thuv
khib	ciaj	khib	tuag
pua	teb	pua	chaw
lav	ub	lav	no
tawm	ncauj	tawm	lu
laub	dej	laub	cawv
mloog	niam	mloog	txiv
xeeb	plaub	xeeb	ntug
kwv	ntuj	kwv	teb
tos	tub	tos	ntxhais
koom	roj	koom	ntshaav
me	teej	me	tug
muaj	dag	muaj	zog
tsom	mus	tsom	los
nyeem	mus	nyeem	los
nas	tub	nas	ntxhais
khaws	noj	khaws	haus
hlab	liab	hlab	ntsuab
koj	tub	koj	ntxhais
vaaj	hlub	vaaj	yau
neeg	paub	neeg	pom
tshoom	mus	tshoom	los
tau	noj	tau	siv
cab	nyuj	cab	twm
siv	tsiaj	siv	txhuv
caij	pab	caij	pawg
paub	paus	paub	ntsis
kom	loj	kom	dav
hmoob	zoo	hmoob	ncaj
hmoob	vaj	hmoob	tsev
koj	neej	koj	tsav
uas	neej	uas	tsav
tshooj	ub	tshooj	no
txis	txij	txis	nkawm
tis	neej	tis	tsaav
tes	quav	tes	zis
nej	pab	nej	pawg
xaa	moog	xaa	lug
txuas	leej	txuas	tus
nwg	noj	nwg	naav
qoj	pem	qoj	nram
nphau	toj	nphau	pes
tug	ntsuj	tug	plig
ntxeev	teb	ntxeev	chaw
txo	riam	txo	phom
nrog	qhuab	nrog	qhia
koj	vaaj	koj	tsev
sis	txib	sis	khaiv
tshuv	toj	tshuv	pes
teeb	rooj	teeb	tog
txia	mus	txia	los
luag	teej	luag	tug
nyiag	vaj	nyiag	tsev
txug	caij	txug	nyoog
tsheej	kab	tsheej	kev
yuav	pab	yuav	hlub
nyiag	ntaub	nyiag	ntawv
nug	niam	nug	txiv
muaj	xyab	muaj	ntawv
me	plaub	me	ntug
koj	txiaj	koj	ntsim
ntas	dab	ntas	qhua
kawg	txuj	kawg	ci
koom	poj	koom	yawm
ua	qav	ua	num
li	dev	li	npua
nyob	mus	nyob	los
saib	teb	saib	chaw
zoo	nam	zoo	txiv
zoo	koob	zoo	npe
moog	ntoj	moog	thuv
kub	toj	kub	pes
kev	ncaaj	kev	nceeg
has	dlog	has	dlig
lus	nyaj	lus	kub
tus	yog	tus	zoo
neb	vaj	neb	tsev
xawb	ub	xawb	no
nws	dag	nws	zog
dhiav	dag	dhiav	zog
dhiav	noj	dhiav	haus
muaj	siab	muaj	plawv
tej	hmab	tej	ntoo
niag	mab	niag	suav
ua	poj	ua	sev
le	teb	le	chaw
nyag	ub	nyag	nua
thaws	moog	thaws	lug
ndlog	moog	ndlog	lug
koj	caij	koj	nyoog
uas	nyiaj	uas	kub
tseem	nyaj	tseem	kub
poob	zeb	poob	tsua
tshav	tsov	tshav	rog
txawv	teb	txawv	chaw
uas	mus	uas	los
lam	txawj	lam	ntse
nqi	noj	nqi	haus
yog	poj	yog	yawm
zam	siab	zam	nqi
ciaj	zej	ciaj	zos
qhov	deb	qhov	ze
vim	neej	vim	tsav
plhu	txiaj	plhu	ntsim
cheem	tshoob	cheem	kos
ntuag	tub	ntuag	ntxhais
tau	ntxhais	tau	vauv
raug	phooj	raug	ywg
qhua	txwj	qhua	laus
qhua	nom	qhua	tswv
qhua	num	qhua	tswv
nws	qav	nws	num
pluag	noj	pluag	haus
paj	noj	paj	haus
tuaj	deb	tuaj	zes
thim	nqaij	thim	mov
ua	nkib	ua	nkaus
tog	tub	tog	ntxhais
nyeem	ntaub	nyeem	ntawv
thiaj	txawj	thiaj	ntse
nias	neej	nias	tsav
nkawd	kwv	nkawd	tij
yaum	kwv	yaum	tij
pom	tseeb	pom	tsum
tsis	saib	tsis	xyuas
ua	puj	ua	yawm
taw	tes	taw	taw
zoo	nyob	zoo	noj
ua	qab	ua	tsau
khiav	mus	khiav	los
zoo	siab	zoo	plawv
coob	leej	coob	tug
qee	leej	qee	tug
tsawv	neeb	tsawv	yaig
mis	tub	mis	nyuam
kuv	nuj	kuv	nqi
ntawd	noj	ntawd	haus
haum	teb	haum	chaw
tag	tub	tag	kiv
nrhiav	vaj	nrhiav	tsev
kiv	mus	kiv	los
tug	ntxhais	tug	vauv
nyias	mus	nyias	los
tim	nom	tim	tswv
has	kwv	has	tij
nwg	puj	nwg	yawm
qhua	noj	qhua	haus
txheeb	nuj	txheeb	nqi
ntuj	niam	ntuj	txiv
yus	roj	yus	ntshav
pov	ub	pov	no
nug	qab	nug	hauv
nrhiav	kwv	nrhiav	tij
kho	mob	kho	nkees
zoo	mob	zoo	nkees
xaav	quaj	xaav	nyav
hauv	mob	hauv	tuag
maaj	ntuj	maaj	teb
qai	tooj	qai	hlau
nti	mus	nti	los
ua	tseeb	ua	tsum
ntsis	ntaj	ntsis	riam
ncis	ntuj	ncis	teb
lub	luj	lub	miv
puas	nyiam	puas	hlub
hom	teb	hom	chaw
hmoob	teb	hmoob	chaw
suab	riam	suab	phom
hais	tseeb	hais	cuav
poob	nyaj	poob	txaj
zos	ub	zos	no
kawg	dag	kawg	zog
neeg	noj	neeg	haus
muag	teb	muag	chaw
me	liab	me	cuam
lob	dej	lob	taws
nwg	caij	nwg	nyoog
kuv	vaaj	kuv	tsev
kub	ntuj	kub	teb
hau	roob	hau	hav
saib	neej	saib	tsaav
muaj	laus	muaj	hluas
hom	roob	hom	hav
nav	ntaaj	nav	rag
dlhau	caij	dlhau	nyoog
raug	huab	raug	cua
tsawg	hnub	tsawg	hmo
thum	kwv	thum	tij
tsim	txuj	tsim	ci
tej	txuj	tej	ci
nyiam	txuj	nyiam	ci
pa	xyab	pa	ntawv
xav	paub	xav	hnov
lub	mob	lub	nkees
tej	fuab	tej	cua
ntawm	ntsej	ntawm	muag
nkim	siav	nkim	zog
muaj	seem	muaj	so
teg	dlej	teg	num
yuav	riam	yuav	phom
lawv	roob	lawv	haav
neeb	txwj	neeb	laus
tug	txawj	tug	ntse
nce	qib	nce	duas
chaw	caub	chaw	chim
tag	teb	tag	chaw
yus	paub	yus	pom
hmoob	kab	hmoob	kev
muaj	ncaj	muaj	ncees
khwv	iab	khwv	daw
nqi	zaub	nqi	mov
ceg	neej	ceg	tsav
cais	neej	cais	tsaav
uas	noj	uas	haus
tshawb	ub	tshawb	nuav
yam	tseeb	yam	cuav
mes	tub	mes	nyuam
moob	teej	moob	tug
kom	pom	kom	paub
xav	nyob	xav	sib
noob	neej	noob	dab
npe	phem	npe	zoo
koob	phem	koob	zoo
puv	zej	puv	zog
tas	zej	tas	zog
dos	quav	dos	zis
yeej	pom	yeej	paub
tus	phooj	tus	ywg
xav	txhij	xav	txhua
saub	ub	saub	no
roos	hnub	roos	hli
xaus	vaj	xaus	tsev
yoj	tes	yoj	taw
ko	riam	ko	txuas
kov	riam	kov	phom
hau	yeeb	hau	tshuaj
sab	phem	sab	zoo
tsws	deb	tsws	ze
ua	liab	ua	cuam
luag	coj	luag	ua
kuv	dlej	kuv	num
luag	dlej	luag	num
muaj	ub	muaj	no
muaj	nyab	muaj	ntxhais
muaj	paug	muaj	ntsis
qw	ub	qw	no
huv	zej	huv	zog
khu	mob	khu	nkees
cam	mus	cam	los
me	tes	me	taw
dig	lwj	dig	liam
noj	nyuj	noj	twm
